topo,A,B,maxbond,value
CTTN,15.0,0.5,30,0.14128329694242173
CTTN,15.0,2.0,3,0.05961878815699899
CTTN,15.0,2.0,6,0.05039357011086609
CTTN,15.0,2.0,9,0.057628269894793305
CTTN,15.0,2.0,12,0.06635514864350385
CTTN,15.0,2.0,15,0.05499974223322016
CTTN,15.0,2.0,18,0.052499365294203966
CTTN,15.0,2.0,21,0.060785534757184935
CTTN,15.0,2.0,24,0.060983109051278205
CTTN,15.0,2.0,27,0.0540769274860558
CTTN,15.0,2.0,30,0.05204952178278264
CTTN,15.0,5.0,3,0.024493024648484404
CTTN,15.0,5.0,6,0.023629394771280142
CTTN,15.0,5.0,9,0.027716575063278057
CTTN,15.0,5.0,12,0.023837599444291476
CTTN,15.0,5.0,15,0.023397473400320976
CTTN,15.0,5.0,18,0.025253815844172616
CTTN,15.0,5.0,21,0.02197050660425012
CTTN,15.0,5.0,24,0.025664854670955806
CTTN,15.0,5.0,27,0.024737252266359772
CTTN,15.0,5.0,30,0.02811294607916491
CTTN,15.0,10.0,3,0.011787116745234862
CTTN,15.0,10.0,6,0.01029243439573416
CTTN,15.0,10.0,9,0.00976184506517178
CTTN,15.0,10.0,12,0.015367149894418612
CTTN,15.0,10.0,15,0.008509744901519735
CTTN,15.0,10.0,18,0.011302128804889367
CTTN,15.0,10.0,21,0.010093880648957759
CTTN,15.0,10.0,24,0.01156769160665388
CTTN,15.0,10.0,27,0.0096931662938684
CTTN,15.0,10.0,30,0.01485159163824544
CTTN,30.0,0.5,3,0.09593287929509704
CTTN,30.0,0.5,6,0.0982570804514437
CTTN,30.0,0.5,9,0.11345155570405749
CTTN,30.0,0.5,12,0.10702584909001812
CTTN,30.0,0.5,15,0.09455059300819241
CTTN,30.0,0.5,18,0.09856231947059368
CTTN,30.0,0.5,21,0.09001313795251412
CTTN,30.0,0.5,24,0.0976565332193651
CTTN,30.0,0.5,27,0.10502065729531465
CTTN,30.0,0.5,30,0.09874814499213717
CTTN,30.0,2.0,3,0.030293683202919735
CTTN,30.0,2.0,6,0.03313212000467162
CTTN,30.0,2.0,9,0.03300102842755524
CTTN,30.0,2.0,12,0.029144616688949108
CTTN,30.0,2.0,15,0.02706979484966829
CTTN,30.0,2.0,18,0.02808455723173859
CTTN,30.0,2.0,21,0.029537777912435198
CTTN,30.0,2.0,24,0.03954591962300842
CTTN,30.0,2.0,27,0.029135042258770203
CTTN,30.0,2.0,30,0.027101200434774854
CTTN,30.0,5.0,3,0.013360897259552628
CTTN,30.0,5.0,6,0.017427060463205104
CTTN,30.0,5.0,9,0.011227727357322958
CTTN,30.0,5.0,12,0.013083437362219614
CTTN,30.0,5.0,15,0.017037199308820042
CTTN,30.0,5.0,18,0.01312758973202577
CTTN,30.0,5.0,21,0.015027980609574852
CTTN,30.0,5.0,24,0.01463272299149196
CTTN,30.0,5.0,27,0.010368169891125238
CTTN,30.0,5.0,30,0.009773783732875303
CTTN,30.0,10.0,3,0.008208138633059152
CTTN,30.0,10.0,6,0.00911757223997422
CTTN,30.0,10.0,9,0.0054776049778030396
CTTN,30.0,10.0,12,0.0070133232053052625
CTTN,30.0,10.0,15,0.006317948958918699
CTTN,30.0,10.0,18,0.006146447988213488
CTTN,30.0,10.0,21,0.0038241162022247563
CTTN,30.0,10.0,24,0.005099521268063071
CTTN,30.0,10.0,27,0.009618902341327763
CTTN,30.0,10.0,30,0.006041507386175376
QTT_Int,1.0,0.5,3,0.017226555782052042
QTT_Int,1.0,0.5,6,4.654507053472046e-16
QTT_Int,1.0,0.5,9,4.499455610760494e-16
QTT_Int,1.0,0.5,12,4.667847246390938e-16
QTT_Int,1.0,0.5,15,4.664825415905942e-16
QTT_Int,1.0,0.5,18,4.542091994795389e-16
QTT_Int,1.0,0.5,21,4.606254370768934e-16
QTT_Int,1.0,0.5,24,4.518807735282881e-16
QTT_Int,1.0,0.5,27,4.628746940638011e-16
QTT_Int,1.0,0.5,30,4.59942416043952e-16
QTT_Int,1.0,2.0,3,0.06145931083631183
QTT_Int,1.0,2.0,6,1.7967243579819232e-16
QTT_Int,1.0,2.0,9,1.7044903858256594e-16
QTT_Int,1.0,2.0,12,1.6237062480855714e-16
QTT_Int,1.0,2.0,15,1.7368676643413156e-16
QTT_Int,1.0,2.0,18,1.744544202687543e-16
QTT_Int,1.0,2.0,21,1.695008507695105e-16
QTT_Int,1.0,2.0,24,1.6848834513574485e-16
QTT_Int,1.0,2.0,27,1.6006380886062299e-16
QTT_Int,1.0,2.0,30,1.6769226945586076e-16
QTT_Int,1.0,5.0,3,0.10341774263168414
QTT_Int,1.0,5.0,6,1.0275996567122855e-16
QTT_Int,1.0,5.0,9,1.0346199157655344e-16
QTT_Int,1.0,5.0,12,1.0492286893610093e-16
QTT_Int,1.0,5.0,15,1.1047238243995498e-16
QTT_Int,1.0,5.0,18,1.0102147642755856e-16
QTT_Int,1.0,5.0,21,1.0798198890867429e-16
QTT_Int,1.0,5.0,24,1.0246606001892713e-16
QTT_Int,1.0,5.0,27,1.1007889753064481e-16
QTT_Int,1.0,5.0,30,1.0479415689395948e-16
QTT_Int,1.0,10.0,3,0.09811850827528155
QTT_Int,1.0,10.0,6,6.243506260241952e-17
QTT_Int,1.0,10.0,9,6.72656634470151e-17
QTT_Int,1.0,10.0,12,7.266523054500814e-17
QTT_Int,1.0,10.0,15,7.289244257086658e-17
QTT_Int,1.0,10.0,18,6.876044912529214e-17
QTT_Int,1.0,10.0,21,7.057175705445624e-17
QTT_Int,1.0,10.0,24,6.907993345551931e-17
QTT_Int,1.0,10.0,27,6.988816001252335e-17
QTT_Int,1.0,10.0,30,6.589294134138216e-17
QTT_Int,5.0,0.5,3,0.07046932264400882
QTT_Int,5.0,0.5,6,2.1707327110426662e-16
QTT_Int,5.0,0.5,9,2.0983633250501693e-16
QTT_Int,5.0,0.5,12,2.2328900896563494e-16
QTT_Int,5.0,0.5,15,2.1129408532319457e-16
QTT_Int,5.0,0.5,18,2.114652622992876e-16
QTT_Int,5.0,0.5,21,2.0876464945906293e-16
QTT_Int,5.0,0.5,24,2.2483577020250286e-16
QTT_Int,5.0,0.5,27,2.1701909160870944e-16
QTT_Int,5.0,0.5,30,2.186772201336317e-16
QTT_Int,5.0,2.0,3,0.09415329252971505
QTT_Int,5.0,2.0,6,5.502789934648222e-17
QTT_Int,5.0,2.0,9,6.426551101825697e-17
QTT_Int,5.0,2.0,12,6.464879286553255e-17
QTT_Int,5.0,2.0,15,6.88799810228148e-17
QTT_Int,5.0,2.0,18,6.218584283844984e-17
QTT_Int,5.0,2.0,21,6.710235272179953e-17
QTT_Int,5.0,2.0,24,6.27473488831782e-17
QTT_Int,5.0,2.0,27,5.8138589570553e-17
QTT_Int,5.0,2.0,30,5.958960552328516e-17
QTT_Int,5.0,5.0,3,0.0531204046673361
QTT_Int,5.0,5.0,6,2.8261349334048375e-17
QTT_Int,5.0,5.0,9,2.6966579788861126e-17
QTT_Int,5.0,5.0,12,2.5323166164129912e-17
QTT_Int,5.0,5.0,15,2.546965010795616e-17
QTT_Int,5.0,5.0,18,2.5079258312556213e-17
QTT_Int,5.0,5.0,21,2.5858425847809584e-17
QTT_Int,5.0,5.0,24,2.003419419914393e-17
QTT_Int,5.0,5.0,27,2.716937508285777e-17
QTT_Int,5.0,5.0,30,2.2365517557073184e-17
QTT_Int,5.0,10.0,3,0.02576450750983386
QTT_Int,5.0,10.0,6,1.46162160604144e-17
QTT_Int,5.0,10.0,9,1.3474014973937431e-17
QTT_Int,5.0,10.0,12,1.2296592548514518e-17
QTT_Int,5.0,10.0,15,1.456347463147444e-17
QTT_Int,5.0,10.0,18,1.3119911505142233e-17
QTT_Int,5.0,10.0,21,1.2443794164633303e-17
QTT_Int,5.0,10.0,24,1.42687834238206e-17
QTT_Int,5.0,10.0,27,1.2651009862253703e-17
QTT_Int,5.0,10.0,30,1.3774691337994001e-17
QTT_Int,15.0,0.5,3,0.1054377651210304
QTT_Int,15.0,0.5,6,1.6316101437788093e-16
QTT_Int,15.0,0.5,9,1.6149967210469216e-16
QTT_Int,15.0,0.5,12,1.6820026635509494e-16
QTT_Int,15.0,0.5,15,1.7042801394873613e-16
QTT_Int,15.0,0.5,18,1.6055625394145706e-16
QTT_Int,15.0,0.5,21,1.6848540064784654e-16
QTT_Int,15.0,0.5,24,1.692166600225156e-16
QTT_Int,15.0,0.5,27,1.5705900220541046e-16
QTT_Int,15.0,0.5,30,1.7395264136689377e-16
QTT_Int,15.0,2.0,3,0.044906471244753735
QTT_Int,15.0,2.0,6,2.6068155460149364e-17
QTT_Int,15.0,2.0,9,2.1285874583250602e-17
QTT_Int,15.0,2.0,12,2.2285885254513693e-17
QTT_Int,15.0,2.0,15,2.1305156528679214e-17
QTT_Int,15.0,2.0,18,2.2649684215634382e-17
QTT_Int,15.0,2.0,21,2.5458698719364373e-17
QTT_Int,15.0,2.0,24,2.4533337605420954e-17
QTT_Int,15.0,2.0,27,2.8790724630987497e-17
QTT_Int,15.0,2.0,30,2.0655639385711676e-17
QTT_Int,15.0,5.0,3,0.018079787656547244
QTT_Int,15.0,5.0,6,1.2054216784061457e-17
QTT_Int,15.0,5.0,9,1.0582390226702762e-17
QTT_Int,15.0,5.0,12,7.940509720136615e-18
QTT_Int,15.0,5.0,15,1.3033632762116827e-17
QTT_Int,15.0,5.0,18,1.3106743375460293e-17
QTT_Int,15.0,5.0,21,1.0435676471656493e-17
QTT_Int,15.0,5.0,24,1.1171164993516982e-17
QTT_Int,15.0,5.0,27,1.3296742761522943e-17
QTT_Int,15.0,5.0,30,1.2364437815740466e-17
QTT_Int,15.0,10.0,3,0.0075662242702359975
QTT_Int,15.0,10.0,6,6.786448306461644e-6
QTT_Int,15.0,10.0,9,0.00016214636650849088
QTT_Int,15.0,10.0,12,3.1313472092171945e-6
QTT_Int,15.0,10.0,15,0.0003534628051512483
QTT_Int,15.0,10.0,18,3.0302417894737748e-5
QTT_Int,15.0,10.0,21,0.0001014632046906233
QTT_Int,15.0,10.0,24,1.116454485136808e-5
QTT_Int,15.0,10.0,27,0.0001296684063999785
QTT_Int,15.0,10.0,30,1.8064590339489524e-5
QTT_Int,30.0,0.5,3,0.08360038093910371
QTT_Int,30.0,0.5,6,1.2305796035169549e-16
QTT_Int,30.0,0.5,9,1.2527356397640275e-16
QTT_Int,30.0,0.5,12,1.1489159165075146e-16
QTT_Int,30.0,0.5,15,1.086512810690582e-16
QTT_Int,30.0,0.5,18,1.123609333253117e-16
QTT_Int,30.0,0.5,21,1.1038362656246509e-16
QTT_Int,30.0,0.5,24,1.210829236369961e-16
QTT_Int,30.0,0.5,27,1.2027986675781987e-16
QTT_Int,30.0,0.5,30,1.2194688256445584e-16
QTT_Int,30.0,2.0,3,0.025602444359391775
QTT_Int,30.0,2.0,6,1.2041103914881353e-17
QTT_Int,30.0,2.0,9,1.0017456245020737e-17
QTT_Int,30.0,2.0,12,1.2790175209685804e-17
QTT_Int,30.0,2.0,15,1.009417564009292e-17
QTT_Int,30.0,2.0,18,1.3720997810855096e-17
QTT_Int,30.0,2.0,21,1.242015326580218e-17
QTT_Int,30.0,2.0,24,9.55529368055272e-18
QTT_Int,30.0,2.0,27,9.526281765930766e-18
QTT_Int,30.0,2.0,30,1.050055744712687e-17
QTT_Int,30.0,5.0,3,0.008849947540567673
QTT_Int,30.0,5.0,6,6.001471806378297e-6
QTT_Int,30.0,5.0,9,7.66315852659288e-5
QTT_Int,30.0,5.0,12,0.0004874927580895211
QTT_Int,30.0,5.0,15,0.0001156799670441504
QTT_Int,30.0,5.0,18,0.00012899848317438772
QTT_Int,30.0,5.0,21,1.4215329758944235e-5
QTT_Int,30.0,5.0,24,7.758176046780917e-7
QTT_Int,30.0,5.0,27,3.1965114127517945e-5
QTT_Int,30.0,5.0,30,1.4955541316376157e-5
QTT_Int,30.0,10.0,3,0.0026600180214948455
QTT_Int,30.0,10.0,6,0.0003381314163831843
QTT_Int,30.0,10.0,9,2.143391254985268e-5
QTT_Int,30.0,10.0,12,0.0002224658080039902
QTT_Int,30.0,10.0,15,3.3486357701734676e-6
QTT_Int,30.0,10.0,18,4.290817073145439e-5
QTT_Int,30.0,10.0,21,1.3893549893587437e-5
QTT_Int,30.0,10.0,24,7.816951467932038e-6
QTT_Int,30.0,10.0,27,0.00019412681425596493
QTT_Int,30.0,10.0,30,2.0970315884307076e-6
ITTN,1.0,0.5,3,2.676246721953956e-16
ITTN,1.0,0.5,6,2.643428743130525e-16
ITTN,1.0,0.5,9,2.7582225098168745e-16
ITTN,1.0,0.5,12,2.5979319485707e-16
ITTN,1.0,0.5,15,2.7122847270258826e-16
ITTN,1.0,0.5,18,2.6637609787639824e-16
ITTN,1.0,0.5,21,2.7229577078431246e-16
ITTN,1.0,0.5,24,2.670207631602784e-16
ITTN,1.0,0.5,27,2.643627666409771e-16
ITTN,1.0,0.5,30,2.57918582910408e-16
ITTN,1.0,2.0,3,1.453916035184003e-16
ITTN,1.0,2.0,6,1.478549336838609e-16
ITTN,1.0,2.0,9,1.5063473947859825e-16
ITTN,1.0,2.0,12,1.5124183378000638e-16
ITTN,1.0,2.0,15,1.428161562780408e-16
ITTN,1.0,2.0,18,1.4748174413679294e-16
ITTN,1.0,2.0,21,1.5337830582931911e-16
ITTN,1.0,2.0,24,1.4840952498410578e-16
ITTN,1.0,2.0,27,1.4518282512802005e-16
ITTN,1.0,2.0,30,1.518786384199198e-16
ITTN,1.0,5.0,3,9.339251197322593e-17
ITTN,1.0,5.0,6,8.608569096032473e-17
ITTN,1.0,5.0,9,8.808591641765613e-17
ITTN,1.0,5.0,12,9.079646422436845e-17
ITTN,1.0,5.0,15,9.120262052654971e-17
ITTN,1.0,5.0,18,9.407107592298047e-17
ITTN,1.0,5.0,21,8.980646900328463e-17
ITTN,1.0,5.0,24,9.667174645474256e-17
ITTN,1.0,5.0,27,9.09583493973928e-17
ITTN,1.0,5.0,30,8.715446596735213e-17
ITTN,1.0,10.0,3,5.892950916173767e-17
ITTN,1.0,10.0,6,5.37368080770576e-17
ITTN,1.0,10.0,9,5.580295669992526e-17
ITTN,1.0,10.0,12,5.313470726101126e-17
ITTN,1.0,10.0,15,5.4803454530606874e-17
ITTN,1.0,10.0,18,6.037820362222165e-17
ITTN,1.0,10.0,21,5.815249726596253e-17
ITTN,1.0,10.0,24,5.443920749357737e-17
ITTN,1.0,10.0,27,5.767731011174767e-17
ITTN,1.0,10.0,30,5.776785865574362e-17
ITTN,5.0,0.5,3,1.8669220484714889e-16
ITTN,5.0,0.5,6,1.7500011716386286e-16
ITTN,5.0,0.5,9,1.788326540471089e-16
ITTN,5.0,0.5,12,1.70410469834841e-16
ITTN,5.0,0.5,15,1.843611711995888e-16
ITTN,5.0,0.5,18,1.7277551707740804e-16
ITTN,5.0,0.5,21,1.7937524470234854e-16
ITTN,5.0,0.5,24,1.7468821264001952e-16
ITTN,5.0,0.5,27,1.8544687181960893e-16
ITTN,5.0,0.5,30,1.8132859193151546e-16
ITTN,5.0,2.0,3,4.981283626946609e-17
ITTN,5.0,2.0,6,5.01879802192842e-17
ITTN,5.0,2.0,9,5.107378117637798e-17
ITTN,5.0,2.0,12,5.008836818299629e-17
ITTN,5.0,2.0,15,5.060737068577961e-17
ITTN,5.0,2.0,18,4.8105003929147274e-17
ITTN,5.0,2.0,21,5.2601145996669576e-17
ITTN,5.0,2.0,24,4.942052536915097e-17
ITTN,5.0,2.0,27,4.913879140158917e-17
ITTN,5.0,2.0,30,5.4967076671547095e-17
ITTN,5.0,5.0,3,1.8705774917398667e-17
ITTN,5.0,5.0,6,2.3601355702227548e-17
ITTN,5.0,5.0,9,2.0785436639232485e-17
ITTN,5.0,5.0,12,2.1787337938111746e-17
ITTN,5.0,5.0,15,2.0315456882520323e-17
ITTN,5.0,5.0,18,2.420227651534272e-17
ITTN,5.0,5.0,21,2.5374692638063184e-17
ITTN,5.0,5.0,24,2.2305068516510678e-17
ITTN,5.0,5.0,27,2.3114457862360354e-17
ITTN,5.0,5.0,30,1.9590064209109185e-17
ITTN,5.0,10.0,3,1.259890044901474e-17
ITTN,5.0,10.0,6,1.2498856057867666e-17
ITTN,5.0,10.0,9,1.26801148626756e-17
ITTN,5.0,10.0,12,1.0515866536968767e-17
ITTN,5.0,10.0,15,1.3601261914480474e-17
ITTN,5.0,10.0,18,1.3244250679349246e-17
ITTN,5.0,10.0,21,9.418685568083784e-18
ITTN,5.0,10.0,24,1.2371801045664089e-17
ITTN,5.0,10.0,27,1.2694171234105311e-17
ITTN,5.0,10.0,30,1.434529991507849e-17
ITTN,15.0,0.5,3,1.6220554099327685e-16
ITTN,15.0,0.5,6,1.7041560227477998e-16
ITTN,15.0,0.5,9,1.6246861931351266e-16
ITTN,15.0,0.5,12,1.5542737747962712e-16
ITTN,15.0,0.5,15,1.6676401827167186e-16
ITTN,15.0,0.5,18,1.4569279166266603e-16
ITTN,15.0,0.5,21,1.5741302670976702e-16
ITTN,15.0,0.5,24,1.6499945322637015e-16
ITTN,15.0,0.5,27,1.7079974402199927e-16
ITTN,15.0,0.5,30,1.6308496289514905e-16
ITTN,15.0,2.0,3,2.4058561356501236e-17
ITTN,15.0,2.0,6,2.1372154420596582e-17
ITTN,15.0,2.0,9,1.9405290104169743e-17
ITTN,15.0,2.0,12,1.7903133165312942e-17
ITTN,15.0,2.0,15,2.3482231098305327e-17
ITTN,15.0,2.0,18,1.7844926144977097e-17
ITTN,15.0,2.0,21,2.160344858478064e-17
ITTN,15.0,2.0,24,1.973051392226308e-17
ITTN,15.0,2.0,27,2.119144564102472e-17
ITTN,15.0,2.0,30,1.949965100162268e-17
ITTN,15.0,5.0,3,1.0020373272571354e-17
ITTN,15.0,5.0,6,7.613960956738799e-18
ITTN,15.0,5.0,9,8.906817607356764e-18
ITTN,15.0,5.0,12,7.650663131429875e-18
ITTN,15.0,5.0,15,1.0536106731793774e-17
ITTN,15.0,5.0,18,1.0503956410767567e-17
ITTN,15.0,5.0,21,1.0905289787426754e-17
ITTN,15.0,5.0,24,9.807185584431197e-18
ITTN,15.0,5.0,27,7.172894572205379e-18
ITTN,15.0,5.0,30,9.153887523020255e-18
ITTN,15.0,10.0,3,3.082526036263064e-18
ITTN,15.0,10.0,6,3.150181718997899e-18
ITTN,15.0,10.0,9,4.123506404879939e-18
ITTN,15.0,10.0,12,2.5181994963810887e-18
ITTN,15.0,10.0,15,3.58021937583305e-18
ITTN,15.0,10.0,18,5.472933697380879e-18
ITTN,15.0,10.0,21,3.8264064862765464e-18
ITTN,15.0,10.0,24,2.9449658631307834e-18
ITTN,15.0,10.0,27,3.0247342916191165e-18
ITTN,15.0,10.0,30,4.446093821167196e-18
ITTN,30.0,0.5,3,1.1622157669561811e-16
ITTN,30.0,0.5,6,1.1011119750397894e-16
ITTN,30.0,0.5,9,1.190006610464599e-16
ITTN,30.0,0.5,12,1.0934772074446069e-16
ITTN,30.0,0.5,15,1.1700634881480598e-16
ITTN,30.0,0.5,18,1.1514276150500084e-16
ITTN,30.0,0.5,21,1.128787684101539e-16
ITTN,30.0,0.5,24,1.0596273146708169e-16
ITTN,30.0,0.5,27,1.1484131483939388e-16
ITTN,30.0,0.5,30,1.2278275894806645e-16
ITTN,30.0,2.0,3,9.243839369054073e-18
ITTN,30.0,2.0,6,1.3906097612978934e-17
ITTN,30.0,2.0,9,1.2029737498311453e-17
ITTN,30.0,2.0,12,9.619504752751051e-18
ITTN,30.0,2.0,15,9.649445652150129e-18
ITTN,30.0,2.0,18,1.0148968752633443e-17
ITTN,30.0,2.0,21,8.613039576576984e-18
ITTN,30.0,2.0,24,9.500181962377069e-18
ITTN,30.0,2.0,27,1.0785573752203893e-17
ITTN,30.0,2.0,30,1.0248085132367675e-17
ITTN,30.0,5.0,3,4.309560132467304e-18
ITTN,30.0,5.0,6,3.253066164656547e-18
ITTN,30.0,5.0,9,2.8805217464160897e-18
ITTN,30.0,5.0,12,2.9472675876542635e-18
ITTN,30.0,5.0,15,2.6505786093487814e-18
ITTN,30.0,5.0,18,4.8484409678215274e-18
ITTN,30.0,5.0,21,3.680187256613444e-18
ITTN,30.0,5.0,24,3.4898382395988766e-18
ITTN,30.0,5.0,27,5.57130344157628e-18
ITTN,30.0,5.0,30,3.231909343470387e-18
ITTN,30.0,10.0,3,9.080488776338865e-19
ITTN,30.0,10.0,6,1.2509919565445624e-18
ITTN,30.0,10.0,9,1.570365134767521e-18
ITTN,30.0,10.0,12,2.1460558028433435e-18
ITTN,30.0,10.0,15,1.3692298146440005e-18
ITTN,30.0,10.0,18,2.3017124821734464e-18
ITTN,30.0,10.0,21,1.4388601686667526e-18
ITTN,30.0,10.0,24,1.7867346140316007e-18
ITTN,30.0,10.0,27,2.1506208783742196e-18
ITTN,30.0,10.0,30,8.777958765202817e-19
